Taxon_name,Pop_ID,Sample_name,Country,Pool_Size,Lat,Long,Alt,Author,Data_type,
Boechera stricta,,Bstricta_RP080,USA,,44.9663,-114.0854,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP082,USA,,44.364,-113.234,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP087,USA,,44.1826,-113.7429,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP088,USA,,42.139,-114.2085,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP091,USA,,42.163,-114.2638,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP094,USA,,44.754,-114.6794,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP099,USA,,42.144,-114.2428,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP101,USA,,44.027,-113.453,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP103,USA,,44.6069,-114.5339,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP104,USA,,44.426,-112.8945,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP107,USA,,44.66,-114.5424,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP108,USA,,44.142,-113.7222,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP116,USA,,44.642,-114.529,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP117,USA,,44.962,-114.0733,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP118,USA,,44.9743,-114.085,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP121,USA,,44.3745,-113.3883,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP127,USA,,43.804,-114.6431,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP132,USA,,44.6435,-114.5416,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP135,USA,,45.551,-113.7742,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP138,USA,,44.963,-114.6558,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP140,USA,,42.322,-113.6194,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP141,USA,,44.551,-112.6168,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP159,USA,,44.492,-115.007,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP160,USA,,44.3904,-113.4183,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP162,USA,,43.875,-114.7149,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP166,USA,,44.41,-114.4077,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP169,USA,,44.457,-114.7529,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP173,USA,,41.801,-115.479,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP179,USA,,44.791,-113.3126,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP184,USA,,43.839,-114.2947,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP185,USA,,43.931,-114.8528,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP187,USA,,41.746,-115.4676,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP197,USA,,44.348,-113.4761,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP203,USA,,44.729,-114.3323,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP204,USA,,44.9706,-114.0863,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP206,USA,,44.2316,-113.8381,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP213,USA,,44.536,-112.618,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP216,USA,,44.718,-114.6219,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP235,USA,,44.3763,-113.4127,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP237,USA,,44.9711,-114.1709,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP239,USA,,44.9643,-114.1931,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP240,USA,,44.7376,-114.2977,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP241,USA,,44.6835,-114.3425,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP242,USA,,44.6928,-114.3353,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP248,USA,,44.7734,-114.2488,,Mitchell-Olds,WGS,
